timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
32,NORMAL,103.495924044676,103.495924044676,82.3659240446763,0,0,75.7766501211022,0,0,0,0,0,0,0,0,35812.2007596031,2069.91848089353,-33742.2822787096,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,103.495924044676,103.495924044676,0,0,0,0.89375,0,0,0,82.3659240446763,0,0,0,0,86.044,17.4519240446763,0
33,NORMAL,99.4747257814166,99.4747257814166,78.3447257814166,0,0,72.0771477189032,0,0,0,0,0,0,0,0,34327.4424655046,1989.49451562833,-32337.9479498763,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,99.4747257814166,99.4747257814166,0,0,0,0.89375,0,0,0,78.3447257814166,0,0,0,0,94.276,5.19872578141655,0
34,NORMAL,111.328,111.328,90.198,0,0,82.98216,0,0,0,0,0,0,0,0,38704.0600944,2226.56,-36477.5000944,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,111.328,111.328,0,0,0,0.89375,0,0,0,90.198,0,0,0,0,111.328,0,0
35,NORMAL,129.11085859082,129.11085859082,107.62085859082,0,0,99.0111899035544,0,0,0,0,0,0,0,0,45137.1509558925,2582.2171718164,-42554.9337840761,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,129.11085859082,129.11085859082,0,0,0,0.89375,0,0,0,107.62085859082,0,0,0,0,128.968,0,0.142858590820011
36,NORMAL,139.385415331254,139.385415331254,117.895415331254,0,0,108.463782104754,0,0,0,0,0,0,0,0,48930.8543099218,2787.70830662508,-46143.1460032967,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,139.385415331254,139.385415331254,0,0,0,0.89375,0,0,0,117.895415331254,0,0,0,0,136.024,0,3.36141533125378
37,NORMAL,139.082227758567,139.082227758567,117.592227758567,0,0,108.184849537881,0,0,0,0,0,0,0,0,48818.9075135332,2781.64455517133,-46037.2629583619,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,139.082227758567,139.082227758567,0,0,0,0.89375,0,0,0,117.592227758567,0,0,0,0,134.26,0,4.82222775856656
38,NORMAL,137.803470774166,137.803470774166,116.313470774166,0,0,107.008393112233,0,0,0,0,0,0,0,0,48346.7484916637,2756.06941548333,-45590.6790761803,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,137.803470774166,137.803470774166,0,0,0,0.89375,0,0,0,116.313470774166,0,0,0,0,131.32,0,6.48347077416645
39,NORMAL,123.966633421327,123.966633421327,102.476633421327,0,0,94.2785027476212,0,0,0,0,0,0,0,0,43237.7342927303,2479.33266842655,-40758.4016243037,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,123.966633421327,123.966633421327,0,0,0,0.89375,0,0,0,102.476633421327,0,0,0,0,115.444,0,8.52263342132742
40,NORMAL,100.171470774166,100.171470774166,78.6814707741664,0,0,72.3869531122331,0,0,0,0,0,0,0,0,34451.7797620636,2003.42941548333,-32448.3503465803,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,100.171470774166,100.171470774166,0,0,0,0.89375,0,0,0,78.6814707741664,0,0,0,0,93.688,0,6.48347077416645
41,NORMAL,79.9974153312537,79.9974153312537,58.5074153312538,0,0,53.8268221047535,0,0,0,0,0,0,0,0,27002.8567835218,1599.94830662508,-25402.9084768967,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,79.9974153312537,79.9974153312537,0,0,0,0.89375,0,0,0,58.5074153312538,0,0,0,0,76.636,0,3.36141533125378
42,NORMAL,70.756,70.756,49.626,0,0,45.65592,0,0,0,0,0,0,0,0,23723.5469328,1415.12,-22308.4269328,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,70.756,70.756,0,0,0,0.89375,0,0,0,49.626,0,0,0,0,70.756,0,0
43,NORMAL,81.34,81.34,60.21,0,0,55.3932,0,0,0,0,0,0,0,0,27631.506888,1626.8,-26004.706888,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,81.34,81.34,0,0,0,0.89375,0,0,0,60.21,0,0,0,0,81.34,0,0
44,NORMAL,111.328,111.328,90.198,0,0,82.98216,0,0,0,0,0,0,0,0,38704.0600944,2226.56,-36477.5000944,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,111.328,111.328,0,0,0,0.89375,0,0,0,90.198,0,0,0,0,111.328,0,0
45,NORMAL,186.9448,186.9448,165.8148,0,0,152.549616,0,0,0,0,0,0,0,0,66624.26288544,3738.896,-62885.36688544,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,186.9448,186.9448,0,0,0,0.89375,0,0,0,165.8148,0,0,0,0,186.9448,0,0
46,NORMAL,364.5796,221.13,200,0,0,184,0,0,0,0,0,0,143.4496,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,143.4496,1,MAIN_CONCLUSION_ELIGIBLE,364.5796,221.13,143.4496,0,0,0.89375,0,0,0,200,0,0,0,0,364.5796,0,0
47,NORMAL,576.31054904882,221.13,200,0,0,184,0,0,0,0,0,0,355.18054904882,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,355.18054904882,1,MAIN_CONCLUSION_ELIGIBLE,576.31054904882,221.13,355.18054904882,0,0,0.89375,0,0,0,200,0,0,0,0,576.142,0.168549048820404,0
0,NORMAL,327.969049616543,87.8057894736842,0,7.105427357601e-15,0,0,1.25161658580254e-13,0,0,0,1.25161658580254e-13,0,240.163260142859,0,5400,1756.11578947369,-28928.3042105263,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,240.163260142859,1,MAIN_CONCLUSION_ELIGIBLE,327.969049616543,87.8057894736842,240.163260142859,66.3157894736842,0,0.89375,7.105427357601e-15,1.25161658580254e-13,0,0,0,0,0,0,314.3056,13.0214041862257,0.642045430317657
1,NORMAL,314.917570879358,21.49,0,0,0,0,0,0,0,0,0,0,293.427570879358,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,293.427570879358,1,MAIN_CONCLUSION_ELIGIBLE,314.917570879358,21.49,293.427570879358,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,286.3756,27.2092983259927,1.33267255336529
2,NORMAL,291.840438733695,21.49,0,0,0,0,0,0,0,0,0,0,270.350438733695,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,270.350438733695,1,MAIN_CONCLUSION_ELIGIBLE,291.840438733695,21.49,270.350438733695,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,249.508,40.1699680641617,2.16247066953362
3,NORMAL,232.456082987042,21.49,0,0,0,0,0,0,0,0,0,0,210.966082987042,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,210.966082987042,1,MAIN_CONCLUSION_ELIGIBLE,232.456082987042,21.49,210.966082987042,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,176.89,52.2046676557883,3.36141533125378
4,NORMAL,189.034659350842,21.49,0,0,0,0,0,0,0,0,0,0,167.544659350842,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,167.544659350842,1,MAIN_CONCLUSION_ELIGIBLE,189.034659350842,21.49,167.544659350842,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,123.088,61.1244315922755,4.82222775856656
5,NORMAL,158.383746939714,21.49,0,0,0,0,0,0,0,0,0,0,136.893746939714,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,136.893746939714,1,MAIN_CONCLUSION_ELIGIBLE,158.383746939714,21.49,136.893746939714,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,94.864,57.0362761655473,6.48347077416645
6,NORMAL,149.704634262795,21.49,0,0,0,0,0,0,0,0,0,0,128.214634262795,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,128.214634262795,1,MAIN_CONCLUSION_ELIGIBLE,149.704634262795,21.49,128.214634262795,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,87.808,45.4923059270679,16.4043283357266
7,NORMAL,158.133331487122,21.49,0,0,0,0,0,0,0,0,0,0,136.643331487122,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,136.643331487122,1,MAIN_CONCLUSION_ELIGIBLE,158.133331487122,21.49,136.643331487122,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,104.86,33.6866159852672,19.5867155018544
8,NORMAL,179.434951368027,21.49,0,0,0,0,0,0,0,0,0,0,157.944951368027,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,157.944951368027,1,MAIN_CONCLUSION_ELIGIBLE,179.434951368027,21.49,157.944951368027,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,138.376,18.3243180237534,22.7346333442739
9,NORMAL,204.820843804893,21.49,0,0,0,0,0,0,0,0,0,0,183.330843804893,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,183.330843804893,1,MAIN_CONCLUSION_ELIGIBLE,204.820843804893,21.49,183.330843804893,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,174.6556,4.18158389889633,25.9836599059962
10,NORMAL,233.9947898688,21.49,0,0,0,0,0,0,0,0,0,0,212.5047898688,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,212.5047898688,1,MAIN_CONCLUSION_ELIGIBLE,233.9947898688,21.49,212.5047898688,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,204.82,0,29.1747898688002
11,NORMAL,254.1043898688,21.49,0,0,0,0,0,0,0,0,0,0,232.6143898688,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,232.6143898688,1,MAIN_CONCLUSION_ELIGIBLE,254.1043898688,21.49,232.6143898688,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,224.9296,0,29.1747898688002
12,NORMAL,221.578,21.13,0,0,0,0,0,0,0,0,0,0,200.448,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,200.448,1,MAIN_CONCLUSION_ELIGIBLE,221.578,21.13,200.448,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,221.578,0,0
13,NORMAL,196.9996,21.13,0,0,0,0,0,0,0,0,0,0,175.8696,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,175.8696,1,MAIN_CONCLUSION_ELIGIBLE,196.9996,21.13,175.8696,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,196.9996,0,0
14,NORMAL,159.0148,21.13,0,0,0,0,0,0,0,0,0,0,137.8848,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,137.8848,1,MAIN_CONCLUSION_ELIGIBLE,159.0148,21.13,137.8848,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,159.0148,0,0
15,NORMAL,135.436,21.13,0,0,0,0,0,0,0,0,0,0,114.306,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,114.306,1,MAIN_CONCLUSION_ELIGIBLE,135.436,21.13,114.306,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,135.436,0,0
16,NORMAL,124.074470669534,21.49,0,0,0,0,0,0,0,0,0,0,102.584470669534,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,102.584470669534,1,MAIN_CONCLUSION_ELIGIBLE,124.074470669534,21.49,102.584470669534,0,0,0.89375,0,1.25161658580254e-13,0,0,0,0,0,0,121.912,0,2.16247066953362
17,NORMAL,115.865415331254,21.49,0,7.105427357601e-15,0,0,1.25161658580254e-13,0,0,0,1.25161658580254e-13,0,94.3754153312538,0,5400,429.800000000001,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,94.3754153312538,1,MAIN_CONCLUSION_ELIGIBLE,115.865415331254,21.49,94.3754153312538,0,0,0.89375,7.105427357601e-15,2.50323317160507e-13,0,0,0,0,0,0,112.504,0,3.36141533125378
18,NORMAL,111.446227758567,21.49,0,0,0,0,0,0,0,0,0,0,89.9562277585666,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,89.9562277585666,1,MAIN_CONCLUSION_ELIGIBLE,111.446227758567,21.49,89.9562277585666,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,106.624,0,4.82222775856656
